Id,Hotel Name,Address,City State,Registration Date,Last Booking,Total Bookings,Registration Id
2157,Marks-Champlin,2 Autumn Leaf Hill,Santos - SP,2022-02-20,2022-06-13,262,792842792628
2158,"Maggio, Stroman and Heller",8023 Riverside Terrace,Brasilia - DF,2022-02-20,2022-07-22,251,844291281590
2159,"Murray, Hauck and O'Conner",73428 American Point,Santos - SP,2022-02-20,2022-12-19,300,784055248618
2160,"Lebsack, Boehm and Leuschke",7496 Petterle Plaza,Porto Alegre - RS,2022-02-21,2022-04-05,391,772458835828
2161,Breitenberg and Sons,3 Duke Pass,Porto Alegre - RS,2022-02-21,2022-06-16,124,865679428915
2162,Sipes-Wilderman,2819 Dwight Court,Rio de Janeiro - RJ,2022-02-21,2022-08-05,776,508002192363
2163,Frami LLC,21260 Susan Plaza,Brasilia - DF,2022-02-21,2022-04-09,453,798762542426
2164,Nienow-Hessel,2374 Crownhardt Center,Rio de Janeiro - RJ,2022-02-22,2022-07-02,710,566782000205
2165,"Kshlerin, Cassin and Langosh",179 7th Junction,São Paulo - SP,2022-02-22,2022-07-03,534,688193762715
2166,"Smitham, Jakubowski and Welch",874 Pine View Trail,Porto Alegre - RS,2022-02-22,2022-04-01,583,744514648985
2167,Mayer-Bechtelar,005 Elka Parkway,São Paulo - SP,2022-02-23,2022-09-23,547,884715009040
2168,Weissnat-Collins,1370 Hoepker Point,Rio de Janeiro - RJ,2022-02-23,2022-07-11,670,464810140325
2169,Morissette Group,1699 North Court,Fortaleza - CE,2022-02-24,2022-10-01,630,322499363295
2170,Anderson-Ankunding,1706 Golden Leaf Center,Brasilia - DF,2022-02-24,2022-06-28,436,242902547121
2171,"Rath, Terry and Mueller",6923 Kennedy Crossing,Porto Alegre - RS,2022-02-24,2022-10-26,391,411206122324
2172,"Jast, Gaylord and Schuppe",10664 Cottonwood Trail,Porto Alegre - RS,2022-02-24,2022-06-03,226,215053900245
2173,"Dicki, Schamberger and Beier",313 Gina Road,Florianópolis - SC,2022-02-25,2022-06-05,197,901467851988
2174,"Pagac, Homenick and Beahan",5509 Shelley Circle,Porto Alegre - RS,2022-02-25,2022-09-07,92,848630540332
2175,"Durgan, Kutch and Greenfelder",766 Fordem Avenue,Rio de Janeiro - RJ,2022-02-25,2022-08-11,705,286900364214
2176,Stoltenberg-Schulist,15 Ilene Junction,Rio de Janeiro - RJ,2022-02-26,2022-08-25,659,157980701313
2177,Leannon-Kuhn,0353 Packers Street,Brasilia - DF,2022-02-26,2023-02-26,523,937575352663
2178,Metz and Sons,01 Summit Point,Florianópolis - SC,2022-02-26,2022-04-28,715,589777577150
2179,"Haag, Gutmann and Mante",83398 Tennessee Plaza,Fortaleza - CE,2022-02-26,2022-06-16,201,702919783411
2180,Kassulke-Ankunding,37667 Packers Street,Brasilia - DF,2022-02-26,2022-05-06,576,529910342597
2181,Gerhold-Breitenberg,10944 Maryland Park,Fortaleza - CE,2022-02-26,2022-12-15,525,485253259118
2182,"Ferry, Huels and Hauck",305 Kropf Parkway,Rio de Janeiro - RJ,2022-02-26,2022-05-11,142,401576360563
2183,Stiedemann-Balistreri,9021 Dottie Avenue,Rio de Janeiro - RJ,2022-02-26,2022-08-02,725,832048633432
2184,"Gaylord, Lesch and Cole",76361 Bayside Crossing,Brasilia - DF,2022-02-27,2022-04-28,414,712746990751
2185,Wiza LLC,77773 Express Parkway,Porto Alegre - RS,2022-02-27,2022-12-26,679,560449472508
2186,Stark-Von,33 School Pass,Fortaleza - CE,2022-02-28,2022-10-29,572,446890217967
2187,Feest Group,40 Kropf Center,São Paulo - SP,2022-02-28,2022-10-09,268,856715888061
2188,"Cummerata, Haley and Pacocha",2 5th Lane,Santos - SP,2022-02-28,2022-06-27,415,266480566644
2189,Adams-Grimes,4302 Bartelt Terrace,Fortaleza - CE,2022-02-28,2022-12-18,223,372914692828
2190,Schaden-Johns,28926 Macpherson Drive,Fortaleza - CE,2022-02-28,2022-12-26,768,514060221235
2191,"Schmitt, Conroy and Rau",2762 Upham Way,Brasilia - DF,2022-03-01,2022-10-01,523,246846292240
2192,"Abshire, Hammes and Emard",462 Harper Crossing,Florianópolis - SC,2022-03-01,2022-09-13,598,717015864678
2193,Effertz LLC,6824 Schmedeman Lane,Brasilia - DF,2022-03-01,2022-05-31,587,735036202877
2194,Wilderman-O'Keefe,5772 Muir Lane,Florianópolis - SC,2022-03-01,2022-05-14,543,836684382059
2195,"Hessel, Stark and Hickle",4323 2nd Drive,Porto Alegre - RS,2022-03-01,2022-04-30,777,710505571125
2196,Kertzmann-Moen,0 Brentwood Park,Rio de Janeiro - RJ,2022-03-02,2022-06-18,797,162933188852
2197,"Osinski, Borer and Schroeder",71 Calypso Plaza,Rio de Janeiro - RJ,2022-03-02,2022-09-04,281,396622819540
2198,"Bergstrom, Windler and Nolan",4 Eagan Hill,São Paulo - SP,2022-03-02,2022-11-23,751,461396589133
2199,"Hansen, Ondricka and Homenick",0 Susan Circle,Porto Alegre - RS,2022-03-03,2022-12-26,571,175602534810
2200,"Quitzon, Rogahn and Lueilwitz",90994 La Follette Court,São Paulo - SP,2022-03-03,2022-11-14,16,364362197182
2201,Sawayn-Wisozk,15490 Manitowish Plaza,Porto Alegre - RS,2022-03-03,2022-08-09,498,891494998734
2202,Mills-Gusikowski,6880 David Crossing,Santos - SP,2022-03-03,2022-04-19,340,768173857348
2203,Mann LLC,37 Jay Alley,São Paulo - SP,2022-03-04,2022-04-23,214,897523650514
2204,"O'Connell, Bode and Hirthe",2823 Mariners Cove Terrace,Santos - SP,2022-03-05,2022-06-15,270,257848543324
2205,Reichert-Sipes,49421 Waubesa Road,Florianópolis - SC,2022-03-05,2022-12-31,797,926814818344
2206,"Kutch, Keebler and Lakin",2859 Tony Drive,Florianópolis - SC,2022-03-05,2022-12-17,754,581534801060
2207,King-Lubowitz,77 Meadow Valley Avenue,Florianópolis - SC,2022-03-06,2022-06-04,319,270883562359
2208,"Spencer, Deckow and Homenick",9 Russell Trail,Fortaleza - CE,2022-03-06,2022-12-08,411,436030087681
2209,"Krajcik, Howell and Batz",007 Messerschmidt Plaza,Rio de Janeiro - RJ,2022-03-06,2022-05-11,687,509393732936
2210,Murazik-Kutch,34 Dexter Lane,Brasilia - DF,2022-03-06,2022-07-26,731,395254789616
2211,Reilly-Ledner,13131 West Crossing,Brasilia - DF,2022-03-06,2022-09-25,255,392580244323
2212,Leuschke-Conn,6 Browning Avenue,Brasilia - DF,2022-03-07,2022-04-22,615,706448718481
2213,"Fadel, Wiegand and Bogan",2703 8th Junction,Santos - SP,2022-03-07,2022-12-25,637,174225021601
2214,"Kerluke, Kuhic and Kuhn",877 Lukken Alley,Fortaleza - CE,2022-03-07,2022-04-08,424,441835074848
2215,"Torp, Torphy and Kiehn",48 Monument Street,Florianópolis - SC,2022-03-07,2022-12-28,782,913443844574
2216,Lubowitz-Muller,0 Vermont Court,Fortaleza - CE,2022-03-09,2022-07-30,493,754258393991
2217,Wehner-Krajcik,0676 Graedel Parkway,Fortaleza - CE,2022-03-10,2023-01-29,152,302404822970
2218,"Satterfield, Grady and Williamson",187 Sullivan Circle,Florianópolis - SC,2022-03-10,2022-06-18,713,245370306075
2219,"Gusikowski, Muller and Rippin",66850 Hauk Drive,Florianópolis - SC,2022-03-10,2022-08-17,549,727516424008
2220,"Fritsch, Veum and Vandervort",42661 Artisan Road,Santos - SP,2022-03-10,2022-09-02,711,845142033420
2221,"West, Schumm and Hickle",9 Maryland Junction,Florianópolis - SC,2022-03-11,2022-12-25,197,949919843354
2222,"Lubowitz, Gutmann and Gutkowski",014 Anzinger Center,Rio de Janeiro - RJ,2022-03-11,2022-10-21,727,769958795470
2223,"Crooks, Swaniawski and Mraz",7 Elmside Plaza,Porto Alegre - RS,2022-03-12,2022-09-07,751,745568185610
2224,Reichert-Hauck,6 Dryden Center,Porto Alegre - RS,2022-03-13,2022-11-30,442,720936206685
2225,"Reynolds, Runolfsson and Wilderman",20 Melvin Circle,Fortaleza - CE,2022-03-13,2022-11-21,303,460500287815
2226,Willms-Hagenes,11 Grim Hill,Rio de Janeiro - RJ,2022-03-13,2022-05-11,328,330001633845
2227,Brown-Mayert,02 School Trail,Fortaleza - CE,2022-03-14,2022-12-02,635,258184112481
2228,"Goldner, Daugherty and Reilly",5589 Bayside Alley,Brasilia - DF,2022-03-14,2022-06-02,44,826144791190
2229,"Rice, Langworth and Powlowski",0 Oriole Drive,Fortaleza - CE,2022-03-15,2022-07-05,650,151550476773
2230,"Rice, Little and Heller",102 Gerald Parkway,Rio de Janeiro - RJ,2022-03-15,2022-04-19,577,869686386749
2231,Schowalter-Christiansen,515 Village Terrace,Florianópolis - SC,2022-03-16,2022-11-21,135,321611330560
2232,Schneider Group,15 Prairieview Point,Santos - SP,2022-03-16,2022-10-02,364,492829271844
2233,Ernser and Sons,58 Bartillon Drive,Porto Alegre - RS,2022-03-17,2023-01-09,350,886369017912
2234,"Windler, Kertzmann and Steuber",6826 Cordelia Junction,Brasilia - DF,2022-03-17,2022-12-13,584,303951133330
2235,Roberts-Adams,627 Merrick Circle,São Paulo - SP,2022-03-17,2022-07-13,498,295363976500
2236,"Parker, Wintheiser and Pollich",2 Ilene Hill,Santos - SP,2022-03-17,2022-10-25,723,721859151090
2237,Hermann-Corkery,2947 Forest Run Crossing,Brasilia - DF,2022-03-17,2022-06-19,57,830526409559
2238,Buckridge LLC,1229 Colorado Avenue,Florianópolis - SC,2022-03-18,2022-10-05,109,728030587429
2239,Stanton LLC,5690 Stuart Court,Porto Alegre - RS,2022-03-18,2022-07-09,376,575977218734
2240,"Bogisich, Runte and Denesik",952 4th Hill,Brasilia - DF,2022-03-18,2022-09-26,348,195303294143
2241,"Grady, Casper and Baumbach",5 Scoville Street,Florianópolis - SC,2022-03-18,2022-10-31,312,394646745154
2242,"Toy, Franecki and Luettgen",0 Vermont Park,Florianópolis - SC,2022-03-18,2022-06-09,322,571626091334
2243,"Bergstrom, Zemlak and Langosh",56 Ruskin Crossing,Brasilia - DF,2022-03-19,2022-10-05,414,229406537154
2244,"Medhurst, Williamson and Cummings",098 Valley Edge Trail,Santos - SP,2022-03-19,2022-12-16,611,681152477242
2245,"Koepp, Bailey and Weissnat",305 South Park,Porto Alegre - RS,2022-03-19,2022-12-09,536,334592838106
2246,"O'Hara, Donnelly and Cruickshank",31529 Burrows Street,Fortaleza - CE,2022-03-19,2022-07-14,440,865736544480
2247,"Gislason, Gleichner and Kovacek",3101 Clemons Trail,Rio de Janeiro - RJ,2022-03-20,2022-10-30,184,204869462471
2248,"O'Reilly, Dare and Armstrong",55 Ramsey Park,Rio de Janeiro - RJ,2022-03-20,2022-09-29,728,154063711750
2249,"Cremin, Ankunding and Doyle",0987 Summerview Hill,São Paulo - SP,2022-03-20,2022-04-22,332,880323141546
2250,Koelpin-Olson,92380 Rowland Center,São Paulo - SP,2022-03-21,2022-11-05,108,841578933330
2251,Wisoky Group,44 Anzinger Hill,Brasilia - DF,2022-03-21,2022-09-26,420,894873673835
2252,"Rodriguez, Pouros and Terry",609 Grover Junction,Florianópolis - SC,2022-03-21,2022-05-26,511,615336893051
2253,Hettinger LLC,473 Harbort Place,Porto Alegre - RS,2022-03-21,2022-11-14,269,541923361393
2254,Bayer Group,40852 Oak Valley Pass,Santos - SP,2022-03-22,2022-06-06,410,711996955893
2255,Quitzon Group,688 Scott Street,Florianópolis - SC,2022-03-22,2022-11-08,216,770786516849
2256,"Crooks, Marquardt and Crist",14165 Stone Corner Road,São Paulo - SP,2022-03-22,2022-10-26,560,222857479878
2257,Kessler-Krajcik,3651 Shasta Plaza,Porto Alegre - RS,2022-03-23,2023-04-24,367,405896856799
2258,Schinner-Wisoky,61454 Ridge Oak Drive,Rio de Janeiro - RJ,2022-03-23,2022-05-01,411,447328380766
2259,O'Conner-Schamberger,16 Brickson Park Drive,São Paulo - SP,2022-03-23,2023-01-02,483,642772719228
2260,Raynor-Renner,79 Stone Corner Circle,Brasilia - DF,2022-03-23,2022-07-21,545,192352168399
2261,"Feest, Wiza and Beatty",13 Columbus Circle,Porto Alegre - RS,2022-03-23,2022-05-17,781,488361747739
2262,"Jaskolski, Douglas and Herman",31 Drewry Street,Florianópolis - SC,2022-03-23,2022-05-12,298,313318963465
2263,Wuckert-Runte,1077 Grasskamp Point,Florianópolis - SC,2022-03-23,2022-11-18,225,267953823429
2264,Kohler Group,082 Bay Crossing,São Paulo - SP,2022-03-23,2022-09-17,224,880522324353
2265,"Murazik, Kling and DuBuque",94 Doe Crossing Road,Rio de Janeiro - RJ,2022-03-24,2022-07-13,539,212779915065
2266,White and Sons,97817 Scoville Park,Brasilia - DF,2022-03-24,2022-10-17,802,591181603321
2267,Mayer-Lubowitz,8 Express Lane,Santos - SP,2022-03-24,2022-11-07,580,788492259399
2268,Block and Sons,363 Annamark Pass,Florianópolis - SC,2022-03-24,2022-07-07,443,747964920353
2269,"Gislason, Pagac and Kessler",85 Northview Point,Rio de Janeiro - RJ,2022-03-24,2023-01-21,433,528719566664
2270,"Russel, Vandervort and Boyle",277 Shoshone Court,Santos - SP,2022-03-24,2022-06-22,758,322211148466
2271,"Pollich, Deckow and Brekke",28725 Knutson Alley,Porto Alegre - RS,2022-03-24,2022-12-12,191,367569111070
2272,Grant Inc,7423 Bartillon Pass,Porto Alegre - RS,2022-03-25,2022-10-07,150,345556081129
2273,Hudson-Schroeder,9238 Melody Place,Florianópolis - SC,2022-03-25,2022-08-09,490,561751961905
2274,"Pfeffer, Windler and Jacobs",15017 Sunfield Way,Rio de Janeiro - RJ,2022-03-25,2022-06-11,590,591969003450
2275,Mante-Kovacek,68901 Marcy Circle,Porto Alegre - RS,2022-03-25,2022-04-30,394,177665378032
2276,"Collier, Ullrich and Rosenbaum",1 Northview Road,Rio de Janeiro - RJ,2022-03-26,2022-10-14,731,413691611433
2277,Beatty-Stroman,3225 Stang Court,Brasilia - DF,2022-03-26,2022-11-06,416,702286556201
2278,Kutch-Robel,858 Miller Court,Rio de Janeiro - RJ,2022-03-26,2022-06-19,759,338307922661
2279,"Wintheiser, Kiehn and Smith",09155 Thackeray Place,Florianópolis - SC,2022-03-26,2023-01-07,609,576212863065
2280,"Kling, Kiehn and Jones",7345 Bonner Lane,Fortaleza - CE,2022-03-26,2022-12-14,531,445955023202
2281,Mertz LLC,62 Surrey Alley,São Paulo - SP,2022-03-26,2022-08-16,251,401987710199
2282,"Bins, Streich and Franecki",01 Donald Way,Florianópolis - SC,2022-03-26,2022-08-17,434,730722768233
2283,"Ferry, Wehner and Frami",19852 Loomis Hill,Porto Alegre - RS,2022-03-26,2022-09-23,232,276157346415
2284,Dicki LLC,40 Kennedy Court,São Paulo - SP,2022-03-27,2022-11-01,217,526133889254
2285,"Bins, MacGyver and Rutherford",9000 Mendota Place,Florianópolis - SC,2022-03-27,2022-10-22,540,923924338641
2286,Von LLC,755 Express Lane,Rio de Janeiro - RJ,2022-03-27,2022-10-31,475,887833068205
2287,Morar-McKenzie,539 Merchant Way,Brasilia - DF,2022-03-27,2022-07-26,226,709613480683
2288,Emmerich Inc,18753 Arizona Pass,Florianópolis - SC,2022-03-27,2022-11-03,31,244404053005
2289,Sporer-Hayes,85920 Gina Center,Porto Alegre - RS,2022-03-28,2022-07-19,622,157357979203
2290,Fritsch Inc,3973 Doe Crossing Parkway,São Paulo - SP,2022-03-28,2022-12-22,315,856651367860
2291,Schinner Group,5942 Linden Pass,Porto Alegre - RS,2022-03-28,2023-01-11,351,398480925174
2292,Borer Inc,814 Springview Crossing,Rio de Janeiro - RJ,2022-03-28,2022-10-17,103,711599834952
2293,Hane LLC,3669 Mayfield Lane,São Paulo - SP,2022-03-28,2022-08-24,347,742926732236
2294,"Parisian, Schoen and Schamberger",319 Caliangt Parkway,Rio de Janeiro - RJ,2022-03-29,2022-09-29,69,576659649638
2295,Welch Group,8 7th Place,Fortaleza - CE,2022-03-29,2022-07-12,784,552733274112
2296,Bailey Group,67518 Sage Terrace,Porto Alegre - RS,2022-03-29,2022-07-26,664,744729064414
2297,"Senger, Satterfield and Torphy",123 Aberg Lane,Florianópolis - SC,2022-03-29,2022-11-27,718,904906413926
2298,Christiansen-Feeney,0169 Thierer Avenue,São Paulo - SP,2022-03-29,2022-11-10,22,492613508955
2299,Braun-Mraz,537 Norway Maple Terrace,Fortaleza - CE,2022-03-29,2022-09-06,139,770385159521
2300,Ankunding and Sons,00193 Dexter Pass,Rio de Janeiro - RJ,2022-03-30,2023-02-07,748,621183491104
2301,Schroeder-Hickle,66 Havey Terrace,Santos - SP,2022-03-30,2022-09-29,721,217950316695
2302,Becker-Koepp,35 Sullivan Point,São Paulo - SP,2022-03-31,2022-02-26,152,664251239485
2303,"Koelpin, Collier and Ruecker",233 Westerfield Pass,Fortaleza - CE,2022-03-31,2022-08-11,298,379287487475
2304,Jacobi and Sons,475 Fulton Road,Porto Alegre - RS,2022-03-31,2022-09-07,651,730039012315
2305,Kulas Inc,09033 Cherokee Center,Rio de Janeiro - RJ,2022-04-01,2022-12-10,240,664678627873
2306,Terry Inc,57 Cordelia Trail,Porto Alegre - RS,2022-04-01,2022-12-25,584,577484118856
2307,"Schulist, Veum and Nikolaus",94091 Laurel Drive,Porto Alegre - RS,2022-04-01,2022-09-28,91,624511962973
2308,"Kirlin, Wisoky and Hodkiewicz",5 Tomscot Trail,Rio de Janeiro - RJ,2022-04-01,2022-08-01,56,893957791319
2309,Runolfsson and Sons,13167 Sunfield Circle,Brasilia - DF,2022-04-01,2022-12-14,556,207868387145
2310,Crona LLC,5741 Canary Center,Porto Alegre - RS,2022-04-02,2022-08-16,784,651252120059
2311,"White, Mosciski and West",2492 Portage Trail,Porto Alegre - RS,2022-04-02,2022-07-07,149,517185615221
2312,McCullough-Mertz,590 Fairview Street,Brasilia - DF,2022-04-02,2022-12-15,558,478338727158
2313,"Schulist, Daniel and Zemlak",0 Vernon Street,Porto Alegre - RS,2022-04-02,2022-12-06,229,441419167125
2314,Raynor-Wolf,93401 Shasta Trail,Santos - SP,2022-04-03,2023-01-22,188,697120844986
2315,Gleichner-Haley,94751 Summer Ridge Drive,Fortaleza - CE,2022-04-03,2022-10-20,167,632872753283
2316,Ebert-Stark,552 Mitchell Parkway,Rio de Janeiro - RJ,2022-04-03,2022-07-06,517,206932816934
2317,"Smitham, Kulas and Sporer",62 Nobel Junction,Rio de Janeiro - RJ,2022-04-03,2022-06-23,423,836659344255
2318,Mann-Nolan,9517 Manufacturers Circle,Rio de Janeiro - RJ,2022-04-04,2022-11-26,627,503448421369
2319,"O'Connell, Champlin and Koch",58930 Shasta Street,Brasilia - DF,2022-04-04,2022-05-09,241,360840472108
2320,"Dare, Williamson and Hoeger",39823 Bunker Hill Road,Rio de Janeiro - RJ,2022-04-04,2022-07-18,6,423915706873
2321,Purdy LLC,51 Packers Road,Porto Alegre - RS,2022-04-05,2022-05-03,500,692214652675
2322,"Hudson, Batz and Marks",08 Park Meadow Drive,Rio de Janeiro - RJ,2022-04-05,2022-11-19,757,491330659191
2323,Langosh-Erdman,1586 Tennyson Crossing,Santos - SP,2022-04-05,2022-11-18,370,609315798327
2324,"Pouros, Marvin and Trantow",7788 Northridge Hill,São Paulo - SP,2022-04-06,2023-01-28,221,391674046014
2325,"White, Mayert and Feil",439 Jackson Place,Fortaleza - CE,2022-04-06,2022-12-25,357,631659618787
2326,Kihn Inc,458 Chive Court,Brasilia - DF,2022-04-06,2022-09-06,582,773180222095
2327,"Wintheiser, Jenkins and Cormier",9 Melrose Drive,Porto Alegre - RS,2022-04-06,2022-06-20,166,188798760271
2328,Schinner Inc,0535 Moose Pass,Santos - SP,2022-04-06,2022-08-29,214,323192236765
2329,Greenholt-Hammes,5755 Mallard Park,Brasilia - DF,2022-04-06,2022-11-17,327,915736225441
2330,Walsh-Pfannerstill,651 Charing Cross Hill,Brasilia - DF,2022-04-06,2022-09-22,553,335173666065
2331,Johnston-Medhurst,6808 Sachs Avenue,Florianópolis - SC,2022-04-07,2022-09-12,749,646889628686
2332,Jast LLC,42526 Kensington Parkway,Santos - SP,2022-04-07,2022-07-14,769,261352987494
2333,"Leffler, Altenwerth and Huel",51 Thompson Park,Porto Alegre - RS,2022-04-07,2022-12-12,588,533563893739
2334,"Upton, Corwin and Sanford",4 Green Circle,São Paulo - SP,2022-04-08,2022-08-17,774,252091689256
2335,Glover LLC,3321 Hayes Parkway,Florianópolis - SC,2022-04-08,2022-10-16,329,180270689015
2336,Kautzer-Kuhic,34036 Forster Circle,Fortaleza - CE,2022-04-08,2022-05-26,81,761898788153
2337,Toy LLC,4 Bobwhite Pass,Brasilia - DF,2022-04-08,2022-12-18,603,369148626019
2338,Breitenberg-Gaylord,012 Ridge Oak Avenue,Rio de Janeiro - RJ,2022-04-10,2023-01-25,445,647356071150
2339,"Funk, Brekke and Grady",736 Elmside Place,Florianópolis - SC,2022-04-10,2022-08-19,278,680195300069
2340,Orn LLC,945 Kipling Way,Santos - SP,2022-04-11,2022-09-14,799,398019754782
2341,"Beatty, Schinner and Auer",77501 Vera Avenue,Florianópolis - SC,2022-04-11,2022-08-20,382,419808950360
2342,Kreiger LLC,537 Glacier Hill Hill,Brasilia - DF,2022-04-11,2022-11-28,638,163650976293
2343,"Hills, Collins and Mertz",5 Morningstar Place,Porto Alegre - RS,2022-04-11,2022-06-02,505,153554966694
2344,"Heidenreich, Blick and Nikolaus",5 Huxley Alley,São Paulo - SP,2022-04-11,2022-08-14,318,548427254570
2345,Kessler-Hand,58 Kedzie Center,Santos - SP,2022-04-11,2022-10-14,31,489617243268
2346,Grimes Inc,1 Thackeray Point,Porto Alegre - RS,2022-04-13,2023-02-03,461,893481236910
2347,"Rippin, Pfannerstill and Gutkowski",45 Ruskin Hill,Porto Alegre - RS,2022-04-13,2022-08-17,126,418940811799
2348,"Schinner, Durgan and Altenwerth",6758 Macpherson Plaza,Fortaleza - CE,2022-04-13,2022-07-16,412,271963534472
2349,"Conn, Koepp and Gislason",10334 Lindbergh Terrace,Fortaleza - CE,2022-04-13,2023-01-28,147,340502417716
2350,"Cartwright, Johns and Terry",7850 Eggendart Drive,São Paulo - SP,2022-04-13,2023-01-11,378,238019276813
2351,Pacocha LLC,45526 Merrick Drive,Rio de Janeiro - RJ,2022-04-14,2022-10-24,318,432930806168
2352,"Luettgen, Homenick and Langosh",7 Troy Hill,Brasilia - DF,2022-04-14,2022-07-21,200,738746832344
2353,Langosh Group,033 John Wall Parkway,Porto Alegre - RS,2022-04-14,2022-08-01,514,563703033031
2354,Hermiston-Collins,1591 Kinsman Road,São Paulo - SP,2022-04-15,2022-09-16,228,753359820790
2355,Heaney and Sons,3982 Dovetail Court,Florianópolis - SC,2022-04-15,2022-12-20,37,913553802317
2356,Glover Inc,1 Duke Plaza,São Paulo - SP,2022-04-15,2022-09-05,284,399217377898
2357,Deckow LLC,512 3rd Pass,Porto Alegre - RS,2022-04-15,2022-11-09,284,371897451561
2358,Adams-Ziemann,34018 Lyons Terrace,Fortaleza - CE,2022-04-16,2022-09-04,597,333859697331
2359,Jerde Inc,8147 Milwaukee Circle,Porto Alegre - RS,2022-04-16,2022-10-29,264,922614678056
2360,"Towne, Jast and Dickinson",9 Superior Plaza,Rio de Janeiro - RJ,2022-04-17,2022-08-14,128,855327632712
2361,"Dickens, McGlynn and Waelchi",1 Swallow Alley,Florianópolis - SC,2022-04-17,2022-07-04,571,534990692740
