id,hotel_name,address,city,country,registration_date,latest_booking,total_bookings,registration_id
1755,"Goodwin, Franecki and Schmeler",3414 Stone Corner Alley,Santos,BR,2022-06-02,2023-02-02,269,729361971557
1756,Nitzsche-Stracke,827 Magdeline Hill,Rio de Janeiro,BR,2022-06-02,2023-01-01,25,806161487550
1757,Luettgen and Sons,539 Ridge Oak Center,Porto Alegre,BR,2022-06-02,2023-02-03,390,777136785239
1758,Cruickshank-Becker,04 Twin Pines Avenue,São Paulo,BR,2022-06-02,2022-08-09,743,503388658969
1759,"Stamm, Bernhard and Glover",4964 Acker Hill,São Paulo,BR,2022-06-03,2022-12-21,164,588385680959
1760,Bruen-Kub,6592 Sunnyside Junction,Santos,BR,2022-06-04,2022-08-10,234,262915595399
1761,Jacobson-Bernhard,02317 Haas Place,São Paulo,BR,2022-06-04,2023-03-03,687,335494416346
1762,McClure Group,57 5th Circle,São Paulo,BR,2022-06-04,2022-08-22,618,568247731812
1763,Rogahn-Cronin,49 Fairfield Crossing,Rio de Janeiro,BR,2022-06-04,2023-04-02,223,258908697790
1764,"Kuphal, Thompson and King",99 Michigan Avenue,Florianópolis,BR,2022-06-05,2022-09-12,680,743678873329
1765,"Bartell, Aufderhar and Steuber",139 Cordelia Point,Florianópolis,BR,2022-06-05,2022-11-02,209,338987769740
1766,Lakin LLC,372 Charing Cross Park,Rio de Janeiro,BR,2022-06-06,2023-02-08,295,777771916815
1767,Crist Group,75784 Northfield Circle,Santos,BR,2022-06-06,2023-01-28,176,619971059389
1768,Torp and Sons,45520 Del Mar Center,Brasilia,BR,2022-06-07,2022-12-19,351,373419059200
1769,Ward Inc,55918 Delladonna Junction,São Paulo,BR,2022-06-07,2023-01-29,144,875336910215
1770,"Cummerata, Corkery and Oberbrunner",11288 Paget Lane,Brasilia,BR,2022-06-07,2022-11-03,146,772689338538
1771,"Orn, Ankunding and McKenzie",0235 Parkside Pass,Fortaleza,BR,2022-06-07,2022-11-18,351,324173980117
1772,Baumbach and Sons,6 Homewood Terrace,Porto Alegre,BR,2022-06-07,2022-08-03,353,438367245111
1773,O'Connell and Sons,0 Crowley Pass,São Paulo,BR,2022-06-07,2022-08-07,632,633959700215
1774,Pfeffer-Dibbert,3651 Mallard Alley,São Paulo,BR,2022-06-08,2022-11-23,381,786359238665
1775,Stoltenberg-Schulist,15 Ilene Junction,Rio de Janeiro,BR,2022-06-08,2022-12-20,596,157980701313
1776,Blick Inc,01991 Corscot Parkway,Fortaleza,BR,2022-06-09,2022-10-08,88,240255074436
1777,"Brekke, Johnston and Witting",92 Lotheville Circle,Rio de Janeiro,BR,2022-06-09,2023-02-02,89,170271724648
1778,Kilback and Sons,05950 Fair Oaks Crossing,Fortaleza,BR,2022-06-09,2023-02-02,208,456417441904
1779,"Koelpin, Koelpin and Bogisich",79475 Hoffman Park,Rio de Janeiro,BR,2022-06-09,2022-08-20,616,687352999827
1780,"Leuschke, Upton and Thompson",82 Bay Road,Brasilia,BR,2022-06-09,2023-01-22,679,691397282647
1781,"Weber, Schroeder and Cartwright",53614 Fisk Terrace,Porto Alegre,BR,2022-06-09,2022-08-28,78,884573828712
1782,Walter-Ratke,22432 Havey Plaza,São Paulo,BR,2022-06-10,2022-12-06,561,406750880070
1783,"Harber, Powlowski and Gorczany",88 Harper Drive,Brasilia,BR,2022-06-10,2022-10-02,622,331133334189
1784,"Abbott, Erdman and Bayer",4 Barby Trail,Porto Alegre,BR,2022-06-10,2022-09-09,135,447661384868
1785,Kuvalis Group,9927 Sutherland Point,São Paulo,BR,2022-06-10,2022-11-12,209,893882681347
1786,Mayert and Sons,8 Maple Parkway,Fortaleza,BR,2022-06-11,2022-12-22,471,717063387223
1787,Johnson Inc,652 Hintze Parkway,Porto Alegre,BR,2022-06-11,2022-08-17,162,740611235165
1788,Lehner-Ortiz,73309 Forest Run Lane,Fortaleza,BR,2022-06-12,2022-12-10,247,182545306928
1789,"Bahringer, Hayes and Renner",77494 Portage Alley,Santos,BR,2022-06-12,2023-01-27,128,887874453689
1790,Zboncak LLC,93472 Rutledge Circle,Rio de Janeiro,BR,2022-06-12,2023-01-03,220,435753666712
1791,Herman Inc,95835 Debs Plaza,Florianópolis,BR,2022-06-12,2023-03-21,757,676533988568
1792,"Grimes, Bernier and Bogisich",3535 Hanson Point,São Paulo,BR,2022-06-13,2022-11-16,137,371413260706
1793,Wehner-Krajcik,0676 Graedel Parkway,Fortaleza,BR,2022-06-13,2023-01-17,107,302404822970
1794,Ruecker-Cruickshank,7 Wayridge Trail,Fortaleza,BR,2022-06-13,2022-08-05,74,689705075939
1795,Rowe Group,90529 Fremont Way,Brasilia,BR,2022-06-13,2023-04-03,719,748339253898
1796,Leannon and Sons,56 Brentwood Point,Florianópolis,BR,2022-06-14,2022-11-28,636,885550585762
1797,Mante-Schoen,030 Thierer Lane,Santos,BR,2022-06-14,2022-11-04,474,450124241138
1798,"Heaney, Kilback and Weissnat",95178 Summit Parkway,Brasilia,BR,2022-06-14,2022-12-08,534,870204060099
1799,Mohr-Flatley,0 Jana Pass,Brasilia,BR,2022-06-14,2023-02-03,354,478878362830
1800,"Bartoletti, Macejkovic and Ryan",2 Farwell Park,Florianópolis,BR,2022-06-14,2022-09-26,532,783117061710
1801,Kiehn Group,38456 Rowland Circle,Rio de Janeiro,BR,2022-06-15,2022-08-12,506,473993869985
1802,Schinner-Schowalter,16863 Lawn Place,Fortaleza,BR,2022-06-15,2023-03-12,218,176673170138
1803,Upton Inc,86588 Stoughton Terrace,Rio de Janeiro,BR,2022-06-15,2023-02-05,251,498065683964
1804,"Block, Aufderhar and Hintz",76 Jenna Parkway,Santos,BR,2022-06-15,2022-11-01,786,230438460255
1805,Larkin-Borer,786 Farragut Hill,São Paulo,BR,2022-06-16,2023-01-29,202,504568280884
1806,Luettgen-Mante,4 Cordelia Park,São Paulo,BR,2022-06-17,2022-08-01,463,367618120482
1807,Hackett-Monahan,5768 Arizona Way,Fortaleza,BR,2022-06-17,2022-11-28,569,731370996580
1808,Durgan Group,69 Superior Road,Brasilia,BR,2022-06-18,2023-02-28,89,857397849882
1809,Sipes and Sons,97 Sheridan Avenue,Florianópolis,BR,2022-06-18,2022-10-05,610,749463711471
1810,McCullough LLC,713 Reinke Way,Rio de Janeiro,BR,2022-06-19,2022-10-10,147,276004284143
1811,"Breitenberg, Heidenreich and Cronin",83017 Nelson Place,Fortaleza,BR,2022-06-20,2023-01-30,513,208874515589
1812,"Collier, Ullrich and Rosenbaum",1 Northview Road,Rio de Janeiro,BR,2022-06-21,2023-02-03,671,413691611433
1813,Kessler-Krajcik,3651 Shasta Plaza,Porto Alegre,BR,2022-06-22,2023-03-13,206,405896856799
1814,"White, Schulist and Lesch",0073 Montana Court,Fortaleza,BR,2022-06-22,2023-02-05,528,723328668023
1815,Keebler-Dooley,47 Forster Circle,Santos,BR,2022-06-22,2023-03-24,444,741923449306
1816,McDermott and Sons,5153 Larry Avenue,Rio de Janeiro,BR,2022-06-23,2023-03-15,781,294233775722
1817,Crooks and Sons,41144 Village Green Avenue,Porto Alegre,BR,2022-06-23,2022-07-27,651,709843955227
1818,"Cruickshank, Bergnaum and Dooley",39559 Lunder Way,Porto Alegre,BR,2022-06-24,2023-03-12,665,787876077886
1819,Pacocha Inc,27096 Dwight Drive,Florianópolis,BR,2022-06-24,2022-10-11,473,339688943112
1820,"Zieme, Rowe and Lindgren",914 Manley Circle,São Paulo,BR,2022-06-25,2023-03-18,594,452043778464
1821,Bergstrom LLC,43705 Ruskin Junction,Florianópolis,BR,2022-06-25,2022-10-06,116,581215632464
1822,Fay-Zboncak,637 Carpenter Park,Florianópolis,BR,2022-06-25,2023-04-05,733,881048595287
1823,"Jaskolski, Bosco and Roob",8658 Marcy Plaza,Fortaleza,BR,2022-06-25,2022-09-06,360,736068036693
1824,Nicolas-Towne,58 Summer Ridge Park,Rio de Janeiro,BR,2022-06-25,2022-12-10,625,819336762801
1825,Sporer LLC,354 Sutherland Place,Brasilia,BR,2022-06-25,2022-11-29,315,372916920081
1826,"Huel, Gibson and Boyle",6 Dovetail Park,Santos,BR,2022-06-25,2023-03-22,674,412973766757
1827,Parker-Kautzer,577 Debra Junction,São Paulo,BR,2022-06-25,2023-04-20,409,586573370848
1828,Larson-Satterfield,2 Glendale Point,Porto Alegre,BR,2022-06-26,2023-02-17,382,386960268884
1829,"Fahey, Wolf and Greenfelder",2022 Mallard Pass,Florianópolis,BR,2022-06-26,2022-11-07,432,229669031070
1830,"Weber, Batz and Heaney",4833 Dottie Center,Brasilia,BR,2022-06-26,2022-10-17,788,337163248410
1831,Krajcik LLC,3830 Park Meadow Terrace,Fortaleza,BR,2022-06-26,2022-11-16,644,844147624195
1832,"Schuster, Larson and Huels",80 West Hill,Brasilia,BR,2022-06-26,2023-01-17,408,151363646473
1833,Kris-Smitham,79098 Forster Avenue,Brasilia,BR,2022-06-27,2022-09-01,32,371739301171
1834,"Bergstrom, Bergstrom and Ledner",8 Mifflin Terrace,São Paulo,BR,2022-06-27,2022-09-05,463,913224418616
1835,Berge-Schulist,826 Stone Corner Crossing,São Paulo,BR,2022-06-27,2022-09-02,667,248453045210
1836,"Romaguera, Jenkins and Herman",4840 Mayer Junction,Brasilia,BR,2022-06-28,2022-12-22,638,571725826049
1837,Greenfelder Group,58498 Veith Terrace,Florianópolis,BR,2022-06-28,2022-10-28,748,540293144431
1838,Schowalter LLC,59 Green Ridge Circle,Rio de Janeiro,BR,2022-06-28,2023-01-30,621,846317871661
1839,"Purdy, Lebsack and Boyer",280 Nova Junction,Rio de Janeiro,BR,2022-06-28,2022-10-22,100,389287253518
1840,McCullough-Hoeger,32 Lyons Park,São Paulo,BR,2022-06-29,2022-09-11,537,608802468393
1841,Schoen-Jones,4 Kensington Parkway,Fortaleza,BR,2022-06-29,2022-08-02,182,427724476085
1842,Bergnaum-Morar,04 Loomis Pass,Fortaleza,BR,2022-06-29,2023-04-26,385,647485681377
1843,Stamm-Reynolds,2 Onsgard Place,Rio de Janeiro,BR,2022-06-29,2022-10-10,718,222444339181
